Area Code,Area,Months Code,Months,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
273,Montenegro,7020,Meteorological year,7271,Temperature change,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511,1.756,1.317,1.264,1.242,1.022,1.703,1.507,1.593,1.756,1.548,1.337,2.295,1.913
142,Montserrat,7020,Meteorological year,7271,Temperature change,°C,0.057,0.07,0.308,0.214,-0.373,0.084,-0.259,-0.245,0.239,-0.003,-0.292,-0.261,0.095,-0.448,-0.496,-0.549,0.058,0.044,0.013,0.558,0.472,0.083,0.381,-0.179,-0.204,-0.122,0.54,0.276,-0.2,0.219,0.294,,0.314,0.308,0.538,0.281,0.404,0.987,0.451,0.183,,0.514,,0.368,0.688,0.503,0.7,0.185,0.366,0.96,0.457,0.569,0.678,0.629,0.925,0.977,0.824,0.61,0.827
143,Morocco,7020,Meteorological year,7271,Temperature change,°C,0.57,0.415,0.109,0.47,-0.309,0.453,0.001,-0.146,-0.002,0.092,-0.764,-1.294,0.041,-0.48,-0.251,-0.846,0.072,0.368,0.512,0.601,0.507,0.494,0.796,0.302,0.879,0.301,1.099,0.992,0.653,1.372,0.121,0.222,0.252,1.105,1.284,1.046,1.374,1.635,1.168,1.074,1.978,1.353,1.851,1.286,1.437,1.641,1.187,1.336,1.427,2.276,1.967,1.567,1.5,1.874,1.384,2.081,2.378,0.775,1.728
144,Mozambique,7020,Meteorological year,7271,Temperature change,°C,0.409,0.074,-0.366,-0.138,-0.519,0.141,0.115,-0.379,0.292,0.218,-0.131,-0.28,0.21,-0.294,-0.199,-0.161,0.448,0.334,0.087,0.046,-0.228,-0.03,0.854,0.171,-0.043,0.036,0.544,0.524,0.067,0.324,0.264,0.743,0.28,0.058,0.602,0.132,0.225,0.873,0.273,0.293,0.45,0.537,0.527,0.299,1.006,0.551,0.661,0.359,0.573,1.002,0.745,0.722,0.492,0.671,0.998,1.241,0.805,0.749,1.178
28,Myanmar,7020,Meteorological year,7271,Temperature change,°C,0.015,-0.074,-0.134,0.062,-0.291,0.408,-0.051,-0.17,0.195,-0.019,-0.374,0.006,0.277,-0.244,0.13,-0.388,-0.052,0.091,0.496,0.264,0.263,0.019,0.111,0.052,0.158,0.064,0.525,0.362,0.294,0.2,0.489,0.029,0.081,0.403,0.582,0.301,0.175,1.135,0.845,0.162,0.607,0.639,0.625,0.577,0.874,0.777,0.434,0.416,0.843,1.158,0.467,0.869,0.943,0.846,1.183,1.344,1.23,0.93,1.552
147,Namibia,7020,Meteorological year,7271,Temperature change,°C,0.184,-0.09,0.074,-0.076,-0.086,0.107,-0.144,-0.161,0.226,0.482,-0.102,0.087,0.617,-0.747,-0.022,-0.59,0.148,-0.1,0.344,0.134,-0.037,0.319,0.621,0.698,0.441,0.251,0.993,0.344,-0.41,0.638,0.138,0.611,0.726,0.208,0.976,0.119,0.078,1.316,0.874,0.023,0.417,0.849,1.274,1.082,1.041,-0.193,1.075,0.736,0.701,1.47,-0.232,0.119,1.016,0.63,1.366,1.658,1.016,1.61,2.252
148,Nauru,7020,Meteorological year,7271,Temperature change,°C,-0.368,,,,,-0.518,,,,,,,0.564,0.221,-0.096,,-0.505,0.271,0.193,-0.026,0.108,-0.354,,-0.237,-0.165,,,,0.093,-0.286,-0.112,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Nepal,7020,Meteorological year,7271,Temperature change,°C,0.119,-0.449,-0.176,0.189,-0.398,0.227,-0.261,-0.402,0.068,0.076,-0.561,0.016,0.244,0.165,-0.106,-0.001,-0.006,-0.398,0.295,0.168,-0.043,-0.145,-0.433,-0.044,0.295,-0.106,0.245,0.528,0.006,-0.095,-0.007,-0.185,-0.306,0.078,0.207,0.108,-0.431,0.298,0.686,0.157,0.528,0.57,0.355,0.429,0.769,0.895,0.595,0.345,1.216,1.248,0.324,0.503,0.252,0.379,0.636,1.153,1.098,0.642,0.6
150,Netherlands,7020,Meteorological year,7271,Temperature change,°C,0.851,-0.91,-1.27,-0.336,-0.725,0.276,0.763,0.165,-0.002,-0.586,0.052,-0.119,0.29,0.235,1.038,0.71,0.158,-0.072,-0.909,0.006,0.336,0.466,0.87,0.063,-0.85,-0.196,-0.502,0.793,1.538,1.563,0.263,1.183,0.25,1.367,1.544,-0.776,0.614,1.07,1.574,1.594,1.27,1.527,1.201,1.157,1.245,1.498,2.061,1.421,1.215,0.091,1.062,1.141,0.421,2.558,1.279,1.925,1.722,2.134,2.142
151,Netherlands Antilles (former),7020,Meteorological year,7271,Temperature change,°C,-0.09,0.065,0.088,0.158,-0.27,0.052,-0.32,-0.111,0.398,0.164,-0.366,-0.124,0.105,-0.548,-0.405,-0.528,0.263,0.165,0.17,0.763,0.6,0.223,0.609,0.027,-0.112,0.026,0.673,0.402,-0.11,0.28,0.356,0.296,0.288,0.364,0.55,0.687,0.526,1.099,0.352,0.136,0.646,0.743,0.907,0.505,0.698,0.499,0.851,0.344,0.708,1.181,0.383,0.508,0.924,0.839,1.217,1.101,1.105,0.739,0.985
153,New Caledonia,7020,Meteorological year,7271,Temperature change,°C,-0.22,0.107,-0.188,0.184,-0.788,-0.626,0.046,-0.413,-0.153,0.466,0.137,-0.2,0.807,0.254,0.169,0.085,0.017,0.158,0.064,0.271,0.208,-0.035,0.476,0.093,0.271,0.13,-0.174,0.803,0.221,0.506,0.085,0.197,-0.062,-0.2,0.344,0.601,0.128,1.577,0.789,0.314,0.553,0.565,0.348,0.466,0.32,0.223,0.61,0.526,0.35,0.756,0.587,0.462,0.511,0.585,0.789,1.494,1.278,0.921,0.851
156,New Zealand,7020,Meteorological year,7271,Temperature change,°C,-0.292,0.602,-0.339,-0.439,-0.436,-0.218,-0.17,-0.074,-0.37,0.594,0.678,0.109,0.178,0.348,0.572,-0.526,-0.397,0.378,0.304,-0.009,0.412,-0.081,-0.316,0.152,0.334,0.317,0.355,0.517,0.764,0.606,0,-0.702,-0.372,-0.064,0.132,0.268,-0.107,1.004,1.037,0.294,0.598,0.442,0.254,0.05,0.452,0.395,0.26,0.564,0.058,0.595,0.666,0.121,0.995,0.535,0.569,1.21,0.625,1.163,1.12
157,Nicaragua,7020,Meteorological year,7271,Temperature change,°C,-0.212,-0.435,-0.274,-0.174,-0.023,0.149,-0.318,-0.336,0.269,-0.178,-0.275,0.14,0.406,-0.3,0.095,-0.106,0.343,0.386,0.363,0.718,0.226,0.637,0.765,0.044,0.079,0.205,0.468,0.497,0.208,0.375,0.537,0.505,0.41,0.713,0.81,0.062,0.802,1.135,0.179,0.26,0.632,0.837,0.854,0.693,0.948,0.662,0.915,0.555,0.768,0.82,0.649,0.583,1.065,0.806,1.045,1.319,1.004,0.998,1.287
158,Niger,7020,Meteorological year,7271,Temperature change,°C,-0.688,-0.148,0.438,-0.252,0.012,-0.086,-0.351,0.102,0.748,0.06,-0.087,0.339,0.449,0.016,-0.392,0.303,-0.341,0.211,0.732,0.539,0.054,0.368,0.045,0.622,0.298,0.75,0.671,0.595,-0.378,0.528,0.956,-0.221,0.457,0.294,0.569,1.217,0.798,0.827,0.749,0.896,0.381,0.747,0.995,0.807,1.379,1.387,1.09,0.488,1.522,1.787,1.197,0.823,1.041,1.228,1.044,1.192,1.026,1.239,1.13
159,Nigeria,7020,Meteorological year,7271,Temperature change,°C,-0.227,-0.267,0.248,-0.254,-0.046,-0.05,-0.309,-0.053,0.359,0.207,-0.062,0.127,0.858,0.145,-0.261,0.074,0.331,0.027,0.545,0.393,0.2,0.38,0.261,0.834,0.416,0.577,0.854,0.537,-0.371,0.637,0.676,-0.074,0.547,0.478,0.452,0.805,0.731,1.09,0.798,0.595,0.315,0.818,0.871,0.807,1.249,1.328,0.942,0.726,1.419,1.538,0.975,0.662,1.057,1.14,1.322,1.298,1.32,1.198,1.373
160,Niue,7020,Meteorological year,7271,Temperature change,°C,0.245,-0.331,-0.442,0.109,-0.508,-0.409,-0.27,-0.111,,,,-0.135,0.631,0.147,-0.023,0.303,0.143,0.294,0.236,0.16,-0.039,0.173,0.434,0.535,0.34,0.223,0.333,0.719,0.324,0.422,0.665,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Norfolk Island,7020,Meteorological year,7271,Temperature change,°C,-0.334,0.377,0.081,0.151,-0.471,-0.284,0.181,-0.025,-0.384,0.426,0.358,-0.107,0.739,,,-0.192,-0.266,-0.137,-0.004,-0.051,0.175,-0.061,0.25,0.13,0.193,0.263,-0.035,0.781,0.497,0.467,0.112,-0.162,-0.126,-0.18,0.444,0.799,-0.185,1.389,,-0.064,0.231,0.147,0.025,0.274,0.307,0.189,0.275,0.164,,,0.702,0.231,0.283,0.126,0.663,1.181,0.848,0.831,0.798
154,North Macedonia,7020,Meteorological year,7271,Temperature change,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.044,1.518,-0.004,-0.077,-0.074,0.812,0.654,1.138,1.652,0.42,0.695,0.417,0.212,0.434,1.568,1.171,1.034,1.387,0.741,1.476,1.479,1.354,1.514,1.72,1.129,2.135,1.911
162,Norway,7020,Meteorological year,7271,Temperature change,°C,1.24,-0.785,-0.136,0.351,-0.274,-1.639,0.552,-0.934,-0.169,-0.691,-0.079,0.937,0.922,0.97,1.058,-0.039,-0.55,-0.101,-1.068,-0.31,-0.493,-0.051,0.637,0.536,-0.593,-0.43,-0.832,0.477,1.745,1.524,0.98,1.124,0.702,0.073,0.949,-0.052,0.772,0.393,1.271,1.44,0.625,1.398,1.117,1.315,1.78,1.519,1.703,1.633,1.405,-0.328,1.421,1.067,0.797,2.413,1.799,1.724,1.552,1.484,1.203
221,Oman,7020,Meteorological year,7271,Temperature change,°C,-0.284,0.732,0.399,-0.495,-0.283,0.22,0.069,-0.589,0.371,0.957,0.086,-0.097,-0.169,-0.134,-0.223,0.222,0.566,0.133,0.122,-0.011,0.192,-0.626,-0.652,-0.598,-0.067,-0.025,0.09,0.199,-0.367,0.077,-0.34,-0.653,0.226,0.139,-0.06,-0.078,-0.279,0.766,0.633,0.535,0.587,0.773,0.698,0.697,0.71,0.768,0.568,0.47,0.682,1.09,0.837,0.788,0.453,0.499,1.206,0.899,1.416,1.108,0.803
164,Pacific Islands Trust Territory,7020,Meteorological year,7271,Temperature change,°C,0.025,0.02,0.118,-0.075,-0.207,0.086,-0.069,-0.027,-0.05,0.108,-0.228,-0.146,0.007,-0.116,-0.285,-0.312,0.036,0.074,0.153,0.207,0.171,0.106,0.181,0.121,-0.023,0.199,0.174,0.291,0.117,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Pakistan,7020,Meteorological year,7271,Temperature change,°C,-0.244,-0.235,0.425,-0.356,-0.271,-0.137,-0.3,-0.454,0.264,0.607,0.233,-0.492,0.087,-0.205,-0.595,-0.308,0.349,-0.018,-0.078,0.399,0.228,-0.48,-0.489,-0.274,0.155,-0.367,0.07,0.626,-0.393,0.302,-0.339,-0.462,0.35,0.089,-0.176,-0.226,-0.454,0.364,0.74,0.588,0.688,0.902,0.439,0.893,0.116,0.867,0.567,0.256,0.934,1.187,0.734,0.108,0.712,0.32,0.486,1.113,1.158,1.279,0.473
180,Palau,7020,Meteorological year,7271,Temperature change,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212,0.15,0.368,0.407,0.452,0.424,0.672,0.47,0.455,,,0.445,0.716,0.549,0.589,0.686,,0.619,0.566,0.566,,0.611,0.665,0.925,0.987,0.855,0.925,
299,Palestine,7020,Meteorological year,7271,Temperature change,°C,-0.135,0.797,0.822,-0.645,-0.02,0.624,-0.899,-0.076,0.27,0.227,-0.313,-0.457,-0.441,-0.225,-0.374,-0.531,0.049,-0.042,0.64,-0.17,-0.182,-0.527,-1.033,-0.186,0.05,0.08,-0.29,0.045,-0.163,-0.12,0.41,-1.034,-0.337,0.84,-0.15,0.306,-0.148,0.853,0.849,0.194,0.797,0.668,0.499,0.498,0.145,0.541,0.47,0.668,0.779,2.274,0.529,0.989,1.069,0.75,1.232,1.553,0.655,1.891,1.055
166,Panama,7020,Meteorological year,7271,Temperature change,°C,,,,,-0.185,0.165,-0.212,-0.205,0.153,0.127,-0.258,0.083,0.182,-0.399,-0.291,-0.055,0.273,0.098,0.146,0.423,0.207,0.511,0.844,-0.102,-0.294,0.006,0.534,0.141,-0.008,0.334,0.468,0.288,0.413,0.335,0.236,0.078,0.522,0.884,-0.137,0.128,0.481,0.714,0.896,0.674,0.72,0.622,0.628,0.346,0.871,0.958,0.564,0.556,0.878,0.836,1.083,1.033,0.884,1.229,1.424
168,Papua New Guinea,7020,Meteorological year,7271,Temperature change,°C,-0.228,0.169,-0.068,0.048,-0.527,-0.108,-0.255,-0.073,0.112,0.175,-0.025,-0.347,0.175,0.05,0.061,-0.273,-0.083,0.198,0.121,0.204,0.298,-0.101,0.346,0.265,0.202,0.338,0.369,0.611,0.342,0.3,0.2,0.501,0.276,0.263,0.798,0.589,0.056,1.327,0.33,0.318,0.513,0.79,0.777,0.312,0.655,0.271,0.463,0.345,0.324,1.022,0.417,0.303,0.793,0.481,0.353,1.411,1.222,0.789,0.673
169,Paraguay,7020,Meteorological year,7271,Temperature change,°C,0.578,-0.646,0.903,-0.257,-0.076,-0.073,0.522,-0.002,0.468,0.337,-0.355,0.445,0.092,-0.268,-0.086,-0.364,0.736,0.722,0.125,0.153,0.441,0.408,-0.292,0.507,0.393,0.868,0.206,-0.022,-0.059,0.063,0.714,-0.333,0.271,0.888,0.572,0.149,0.918,0.197,0.089,0.132,0.65,1.109,0.759,0.414,0.6,0.992,0.356,0.358,0.99,0.408,0.725,0.929,0.485,1.293,1.651,0.38,1.313,0.704,1.464
170,Peru,7020,Meteorological year,7271,Temperature change,°C,-0.023,-0.16,0.061,-0.241,0.216,0.081,-0.279,-0.299,0.505,-0.046,-0.482,0.343,0.177,-0.262,-0.257,-0.096,0.204,0.122,0.281,0.401,0.076,0.21,1.373,0.233,0.115,0.128,0.865,0.455,0.09,0.331,0.48,0.901,0.553,0.507,0.775,0.107,0.891,1.295,0.387,0.433,0.541,0.835,0.821,0.799,0.893,0.871,0.616,0.715,0.981,1.227,0.914,0.998,0.788,0.997,1.377,1.462,1.041,0.795,1.097
171,Philippines,7020,Meteorological year,7271,Temperature change,°C,-0.134,-0.097,-0.33,-0.021,-0.288,0.179,-0.138,-0.086,0.138,0.223,-0.319,0.042,0.32,-0.054,0.074,-0.144,0.27,0.194,0.35,0.124,0.221,0.134,0.615,0.207,0.408,0.322,0.492,0.796,0.314,0.398,0.361,0.404,0.345,0.429,0.444,0.339,0.444,1.235,0.434,0.546,0.666,0.563,0.653,0.543,0.646,0.686,0.752,0.457,0.6,0.92,0.48,0.772,0.872,0.725,0.985,1.453,1.107,1.127,1.214
172,Pitcairn Islands,7020,Meteorological year,7271,Temperature change,°C,0.598,0.146,0.219,0.282,0.269,-0.448,0.425,-0.348,-0.239,0.409,0.098,-0.293,-0.32,-0.045,0.051,-0.312,-0.641,-0.181,-0.473,-0.133,-0.072,0.024,-0.631,0.255,0.452,0.236,-0.169,0.089,0.402,0.18,-0.243,-0.353,-0.531,-0.171,-0.015,-0.227,-0.246,-0.439,,0.501,0.257,0.596,-0.058,-0.453,-0.225,0.535,0.111,0.029,-0.132,0.059,,,,,,,,,
173,Poland,7020,Meteorological year,7271,Temperature change,°C,1.4,-0.513,-0.883,-0.717,-1.058,0.556,1.139,0.461,-0.489,-1.284,0.136,0.483,0.419,0.489,1.461,-0.291,0.427,-0.231,-0.769,-0.762,0.433,0.319,1.447,0.232,-1.054,0.009,-1.085,0.678,1.691,1.712,0.414,1.149,0.071,1.373,1.112,-0.785,0.012,0.947,1.202,1.885,1.285,1.697,0.365,0.783,0.885,0.84,2.151,1.756,1.276,0.403,0.767,1.38,0.647,2.354,2.005,2.056,1.486,2.437,2.662
174,Portugal,7020,Meteorological year,7271,Temperature change,°C,0.834,0.54,-0.071,0.526,-0.21,0.284,-0.049,0.016,-0.366,0.045,-0.902,-0.929,-0.09,-0.466,-0.113,-0.383,-0.29,0.155,0.163,0.274,0.542,0.555,0.28,-0.125,0.522,0.09,0.745,0.635,1.129,1.408,0.456,0.443,-0.188,0.695,1.674,0.759,1.613,1.22,0.62,0.649,1.151,0.665,1.444,1.004,0.972,1.533,0.746,0.627,1.408,1.119,1.609,0.798,0.952,1.399,1.501,1.771,2.188,0.928,1.321
177,Puerto Rico,7020,Meteorological year,7271,Temperature change,°C,0.001,-0.047,0.166,0.151,-0.327,0.01,-0.23,-0.277,0.381,0.015,-0.332,-0.119,0.139,-0.452,-0.297,-0.503,0.049,0.177,-0.019,0.462,0.425,0.042,0.415,0.025,-0.18,0.005,0.511,0.411,-0.056,0.369,0.268,0.096,0.277,0.503,0.544,0.31,0.494,1.068,0.51,0.106,0.559,0.737,0.83,0.349,0.646,0.626,0.846,0.289,0.511,1.008,0.45,0.65,0.622,0.729,0.981,1.054,0.848,0.709,0.934
179,Qatar,7020,Meteorological year,7271,Temperature change,°C,-0.524,0.47,0.385,-0.465,0.317,0.361,-0.418,-0.702,0.52,0.142,-0.253,-0.417,0.077,-0.116,-0.241,-0.528,0.319,0.212,0.837,0.509,0.535,-0.079,-0.763,0.079,0.407,0.571,0.501,0.592,0.043,0.433,-0.114,-0.488,0.076,0.697,0.106,0.563,0.084,1.212,1.764,1.019,1.017,1.486,1.223,1.269,0.873,1.658,0.999,1.168,1.135,1.986,1.47,1.398,1.262,1.673,2.097,1.59,1.962,2.089,1.93
117,Republic of Korea,7020,Meteorological year,7271,Temperature change,°C,0.644,-0.088,-0.476,0.616,-0.178,0.097,0.161,-0.689,-0.305,-0.508,-0.209,-0.091,0.515,-0.806,0.575,-0.489,0.113,0.783,0.593,-0.468,-0.777,0.404,0.432,-0.305,0.24,-0.784,0.353,0.231,0.757,1.205,0.257,0.599,0.018,1.238,0.406,-0.066,0.681,1.418,0.98,0.343,0.837,0.591,0.567,1.145,0.847,0.439,1.215,0.929,0.926,0.472,0.27,0.337,0.441,0.878,0.777,1.444,1.256,0.737,1.268
146,Republic of Moldova,7020,Meteorological year,7271,Temperature change,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417,-0.723,1.579,0.556,-0.733,-0.502,0.756,0.864,1.406,1.621,1.36,-0.285,0.641,0.822,0.24,2.31,1.454,1.689,1.251,0.372,1.974,1.242,1.335,1.925,2.013,1.335,2.017,2.348
182,Réunion,7020,Meteorological year,7271,Temperature change,°C,0.474,-0.137,-0.34,-0.348,-0.45,0.023,0.31,-0.275,0.184,0.27,-0.431,0.06,0.134,-0.526,-0.046,0.172,0.748,0.33,0.398,0.101,,0.05,0.252,-0.195,0.248,0.078,0.703,0.557,0.29,0.295,0.427,0.342,0.324,0.533,0.293,0.153,0.269,1.014,0.394,0.455,0.906,0.603,0.743,0.766,0.586,0.414,0.628,0.478,1.025,0.947,0.977,0.751,0.63,1.016,1.163,1.029,1.363,1.235,1.674
183,Romania,7020,Meteorological year,7271,Temperature change,°C,1.065,0.171,-0.299,-0.793,-0.671,1.053,0.286,0.433,-0.595,-0.064,-0.037,0.366,-0.233,-0.106,0.794,-0.823,0.522,-0.841,0.143,-0.648,0.035,-0.069,0.822,-0.144,-1.196,0.431,-0.731,0.088,0.749,1.099,0.034,0.361,-0.42,1.724,0.407,-0.424,-0.423,0.786,0.612,1.328,1.52,1.202,0.127,0.538,0.279,0.499,2.088,1.298,1.571,1.122,0.455,1.785,1.333,1.518,1.764,1.838,1.12,2.281,2.233
185,Russian Federation,7020,Meteorological year,7271,Temperature change,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365,0.955,0.577,2.106,0.811,1.281,-0.03,0.417,1.322,0.818,1.592,0.997,1.403,1.71,0.558,2.495,2.227,1.196,0.885,1.709,1.933,1.171,1.724,2.232,2.451,2.109,2.039,2.2
184,Rwanda,7020,Meteorological year,7271,Temperature change,°C,0.002,-0.254,-0.023,-0.118,-0.287,0.04,-0.223,-0.052,0.211,0.252,-0.179,0.214,0.538,-0.002,,,,0.334,,,,0.369,0.541,,,0.391,0.244,0.19,-0.122,0.316,-0.132,-0.082,,,,,,0.491,,0.254,-0.174,0.401,0.471,0.505,,,0.694,0.428,,,0.687,,,,,,,,
187,"Saint Helena, Ascension and Tristan da Cunha",7020,Meteorological year,7271,Temperature change,°C,0.159,-0.05,0.059,-0.007,-0.127,0.074,-0.287,0.243,0.036,-0.258,-0.206,0.456,-0.136,0.263,0.361,0.324,-0.067,0.067,0.009,0.255,0.084,0.091,0.454,0.705,0.433,0.837,0.345,0.526,0.169,0.851,0.652,0.245,0.775,1.065,0.728,0.53,0.946,1.244,1.389,1.49,1.112,1.226,1.59,1.468,1.359,1.653,1.059,1.137,1.706,1.173,1.485,1.293,1.277,1.36,2.24,1.685,1.408,1.647,1.683
188,Saint Kitts and Nevis,7020,Meteorological year,7271,Temperature change,°C,0.057,0.07,0.308,0.214,-0.373,0.084,-0.259,-0.245,0.239,-0.003,-0.292,-0.261,0.095,-0.448,-0.496,-0.549,0.058,0.044,0.013,0.558,0.472,0.083,0.381,-0.179,-0.204,-0.122,0.54,0.276,-0.2,0.219,0.294,,0.314,0.308,0.538,0.281,0.404,0.987,0.451,0.183,,0.514,,0.368,0.688,0.503,0.7,0.185,0.366,0.96,0.457,0.569,0.678,0.629,0.925,0.977,0.824,0.61,0.827
189,Saint Lucia,7020,Meteorological year,7271,Temperature change,°C,0.108,0.08,0.197,-0.073,-0.328,-0.079,-0.372,-0.327,0.296,0.049,-0.337,-0.159,0.013,-0.501,-0.512,-0.386,-0.001,0.13,0.197,0.234,0.295,0.021,0.337,-0.097,-0.298,-0.139,0.459,0.377,-0.152,0.247,0.263,0.176,0.271,0.362,0.493,0.284,0.409,0.949,0.362,0.2,0.45,0.569,0.753,0.519,0.97,0.802,0.764,0.482,0.595,1.28,0.791,0.795,0.901,0.783,1.014,1.153,0.987,0.69,0.922
190,Saint Pierre and Miquelon,7020,Meteorological year,7271,Temperature change,°C,-0.014,-0.096,-0.163,-0.504,-0.48,0.127,0.206,0.061,0.557,0.944,0.261,-1.281,-0.811,-0.984,-0.737,-0.162,-0.054,-0.351,0.422,-0.247,0.962,-0.51,0.737,0.122,-1.033,-0.72,-0.036,0.235,-0.373,-0.701,-0.761,-1.337,-1.099,-0.339,-0.235,0.178,-0.316,0.812,1.736,1.163,0.598,-0.04,0.117,0.542,0.888,1.776,0.324,0.401,0.655,1.28,1.124,1.979,1.304,0.418,0.159,0.943,0.518,0.885,0.275
191,Saint Vincent and the Grenadines,7020,Meteorological year,7271,Temperature change,°C,0.165,0.027,0.221,-0.158,-0.324,-0.101,-0.401,-0.319,0.307,0.081,-0.437,-0.233,-0.021,-0.549,-0.492,-0.21,-0.008,0.139,0.316,0.215,0.295,0.043,0.325,-0.06,-0.458,-0.177,0.446,0.444,-0.194,0.196,0.3,0.275,0.318,0.373,0.583,0.333,0.455,1.057,0.44,0.305,0.56,0.618,0.979,0.524,1.144,0.919,0.836,0.685,0.686,1.428,0.958,0.882,1.059,0.928,1.091,1.12,1.092,0.735,0.969
244,Samoa,7020,Meteorological year,7271,Temperature change,°C,0.008,-0.071,0.02,0.026,-0.354,0.048,-0.348,-0.277,0.162,0.204,-0.351,0.003,0.319,-0.262,-0.071,-0.201,0.142,0.062,0.218,0.269,0.07,0.261,0.403,0.281,0.219,0.372,0.285,0.543,0.043,0.491,0.736,0.674,0.306,0.188,0.85,0.85,,,0.315,0.722,0.999,1.247,0.79,0.273,0.888,0.478,1.13,0.664,,1.127,0.748,0.883,1.141,1.038,0.877,1.407,1.303,1.057,1.407
192,San Marino,7020,Meteorological year,7271,Temperature change,°C,0.928,-0.107,-0.379,-0.084,-0.402,0.389,0.372,-0.051,-0.124,-0.117,-0.158,-0.08,-0.014,-0.054,0.24,-0.43,0.342,-0.583,0.022,-0.465,-0.332,0.403,0.432,-0.552,0.217,0.37,0.116,0.79,0.304,1.03,-0.054,0.516,0.517,1.5,0.29,0.227,0.937,1.081,0.813,1.317,1.62,1.084,1.609,0.849,0.464,0.871,1.807,1.219,1.358,0.703,1.284,1.703,1.013,1.61,1.847,1.767,1.669,1.87,1.68
193,Sao Tome and Principe,7020,Meteorological year,7271,Temperature change,°C,-0.105,-0.051,0.252,-0.146,-0.117,0.206,-0.082,-0.051,0.126,0.188,-0.091,-0.047,0.458,-0.108,-0.125,-0.362,0.18,0.102,0.345,0.205,0.053,-0.111,0.028,0.298,-0.002,-0.204,0.336,0.411,-0.176,,,-0.108,0.345,0.264,0.813,,,1.181,0.908,0.446,0.467,0.728,0.925,0.758,0.662,0.739,0.97,0.692,0.893,1.08,0.762,0.791,0.809,0.918,0.839,1.536,1.213,0.88,1.272
194,Saudi Arabia,7020,Meteorological year,7271,Temperature change,°C,-0.186,0.674,0.405,-0.429,0.098,0.619,-0.692,-0.422,0.525,0.395,-0.422,-0.533,-0.184,-0.146,-0.279,-0.37,0.198,-0.208,0.885,0.073,0.122,-0.4,-0.854,-0.286,-0.004,0.18,0.528,0.437,-0.132,0.075,0.337,-0.974,-0.169,0.656,0.198,0.585,0.018,1.042,1.524,0.791,0.905,1.102,1.005,1.001,0.58,1.205,0.728,0.914,1.052,2.179,0.893,1.239,1.216,1.276,1.943,1.602,1.838,1.84,1.701
195,Senegal,7020,Meteorological year,7271,Temperature change,°C,-0.218,-0.022,0.085,-0.192,-0.432,-0.046,-0.433,-0.492,0.767,0.539,-0.061,0.348,0.679,-0.458,-0.254,-0.076,0.559,0.519,0.828,0.967,0.793,0.368,1.276,0.642,0.509,0.449,0.991,0.861,0.561,1.189,0.808,0.876,1.089,0.603,0.961,1.201,1.286,1.485,0.509,0.893,1.12,1.443,1.119,1.111,1.336,1.332,1.181,1.255,0.701,1.461,1.187,0.832,1.177,1.135,1.25,1.628,1.818,1.045,1.52
272,Serbia,7020,Meteorological year,7271,Temperature change,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,1.901,1.347,1.376,1.184,0.753,1.71,1.436,1.636,1.775,1.722,1.284,2.35,2.123
186,Serbia and Montenegro,7020,Meteorological year,7271,Temperature change,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447,0.03,1.704,0.197,-0.084,-0.142,0.977,0.548,1.432,1.501,1.012,0.747,0.519,-0.027,,,,,,,,,,,,,,
196,Seychelles,7020,Meteorological year,7271,Temperature change,°C,0.331,0.058,-0.113,-0.199,-0.564,0.036,-0.003,-0.183,0.174,0.285,-0.442,-0.185,0.305,-0.392,-0.185,-0.103,0.288,0.426,0.296,0.33,0.242,0.5,0.567,-0.245,-0.058,0.305,0.553,0.48,0.052,0.434,0.606,0.204,0.255,0.533,0.461,0.139,0.624,0.999,0.335,0.441,0.768,0.537,0.729,0.327,0.542,0.597,0.84,0.52,0.783,0.998,0.908,0.893,0.744,0.935,1.256,1.201,1.278,1.005,1.485
